pl_name,hostname,starsnum,planetsnum,discoverymethod,disc_year,disc_facility,orbital_period,pl_orbsmax,pl_radius,pl_mass,pl_orbeccen,pl_eqtemp,st_spectype,st_eff_temp,st_radius,st_mass,st_met,st_surface_gravity,sy_distance,sy_vmag,sy_kmag,sy_gaiamag
HD 26161 b,HD 26161,1,1,Radial Velocity,2021,Multiple Observatories,32000,20.4,12.3,4290.68349,0.82,,,6057.62,1.46,1.13,-0.009,4.16,40.9128,6.89333,5.524,6.7427
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,La Silla Observatory,3.4442,0.04,14.3,133.4886,0,,G5,5186,0.94,0.77,0.13,4.38,54.9621,9.44,7.308,9.192761
HD 2685 b,HD 2685,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.12688,0.0568,16.141,371.8611,0.091,2061,,6801,1.56,1.43,0.02,4.21,196.852,9.595,8.595,9.52025
HD 26965 b,HD 26965,3,1,Radial Velocity,2018,Multiple Observatories,42.378,,2.84,8.47,0.04,,K0 V,5072,0.87,0.78,-0.42,4.45,5.03545,4.42018,2.498,4.18665
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,Anglo-Australian Telescope,428.1,1.271,13.5,495.8,0.06,,K1/2III,4846,3.18,1.23,0.42,3.78,18.2704,4.44,1.745,4.14532
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,La Silla Observatory,2198.14,3.242,13.6,474.83802,0.141,,G3 IV-V,5737,0.92,0.94,-0.12,4.46,50.2862,8.26,6.646,8.08478
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,La Silla Observatory,18.02,0.125,14.1,211.35695,0.047,,K2 V,4875,0.89,0.8,0.3,4.22,43.8214,9.36,7.071,9.06573
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,36.07,0.198,8.24,51.48846,0.015,,K2 V,4894,0.89,0.8,0.3,4.49,43.8214,9.36,7.071,9.06573
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,5174,5.448,12.8,1721.04945,0.389,,K2 V,4894,0.89,0.8,0.3,4.49,43.8214,9.36,7.071,9.06573
HD 27969 b,HD 27969,1,1,Radial Velocity,2021,Haute-Provence Observatory,654.5,1.552,12.9,1525.57635,0.182,261,G0 V,5966,1.27,1.16,0.18,4.12,67.9328,7.66,6.202,7.5139
HD 28185 b,HD 28185,1,1,Radial Velocity,2001,La Silla Observatory,379,1.02,12.8,1875.197,0.05,,G5,5662,1.03,1.02,0.23,4.42,39.3809,7.8,6.185,7.62682
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,La Silla Observatory,1116,2.15,13.7,368.67,0.81,,G1 IV/V,5664,1.48,1.06,0.06,4.12,55.2884,7.69,6.006,7.49977
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,Fred Lawrence Whipple Observatory,6.0881,0.06,13.8,311.4734,0.09,,K4.5 V,4503,0.69,0.82,0.13,4.67,45.0293,10.49,7.665,10.0404
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,La Silla Observatory,8.7836,0.066,2.83,8.4,0,450,M2 V,3703.49,0.48,0.5,-0.1,4.75,9.47045,9.95,5.607,8.99955
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,W. M. Keck Observatory,380.2,1.18,13.5,490.09386,0.149,,G8 IV,4972,6.48,1.53,-0.11,3.06,189.908,8.38,5.775,8.05469
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,Haute-Provence Observatory,1362.3,2.28,13.3,762.792,0.459,,G5,5560,0.85,0.85,-0.24,4.44,30.9939,7.76,6.082,7.58565
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,La Silla Observatory,2443,3.43,13.3,772.3269,0.08,,G8 V,5505,0.95,0.84,-0.14,4.41,56.433,8.99,7.271,8.80364
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,311.60001,1.23,13.6,435.4271,0.13,,K0 III,4844,10.76,1.97,0,2.67,110.103,5.9258,3.629,5.64532
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,Anglo-Australian Telescope,2527.83,3.704,12.6,2740.33026,0.162,,G8 V,5607,1.02,1.05,0.39,4.42,55.5867,8.41,6.715,8.21511
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,Multiple Observatories,11613,9.89,12.6,2415.508,0.22,,G8 V,5580,1.18,0.99,0.33,4.41,55.5867,8.41,6.715,8.21511
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,Lick Observatory,1157,2.34,13.7,387.7526,0.76,,F8 V,5882,1.61,1.12,0.2,4.07,26.1597,5.77466,4.31,5.61828
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,La Silla Observatory,1684,2.69,14.3,149.37,0.18,,G9 V,5400,0.91,0.92,0.13,4.37,58.0844,9.12,7.329,8.90667
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,847,1.85,13.5,491.68301,0.061,,K0 III,4895,4.4,1.17,-0.06,3.2,131.199,7.91,5.657,7.65813
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,W. M. Keck Observatory,466,1.26,14.1,197.0546,0.3,,F8,6130,1.75,1.7,0.17,4.18,58.1438,7.13266,5.792,6.98479
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,16.5535,0.1254,3.22,10.47,0.1,,G2 V,5898,1.07,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,51.2053,0.2663,3.85,14.16,0.04,,G2 V,5898,1.07,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,271.6737,0.8098,3.46,11.82,0.24,,G2 V,5898,1.07,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 3167 b,HD 3167,1,3,Transit,2016,K2,0.959624,0.0186,1.7,5.02,0,1669,K0 V,5528,0.87,0.94,-0.02,4.53,47.2899,8.97,7.066,8.76221
HD 3167 c,HD 3167,1,3,Transit,2016,K2,29.83832,0.1841,2.86,9.8,0.05,531,K0 V,5528,0.87,0.94,-0.02,4.53,47.2899,8.97,7.066,8.76221
HD 3167 d,HD 3167,1,3,Transit,2017,W. M. Keck Observatory,8.509,0.07757,2.52,6.9,0.36,,K0 V,5261,0.86,0.86,0.04,4.47,47.2899,8.97,7.066,8.76221
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,157.54,0.59,13.1,966.16,0.01,,K1 III,4580,10.22,1.13,-0.15,2.1,122.115,6.43005,3.911,6.11933
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,2372,3.41,14,222.481,0.07,,G5,5727,1.11,0.94,0.11,4.41,38.0786,7.6,6.024,7.42756
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,3.38773,0.04,14.3,152.5584,0,990,K1,5000,0.84,0.47,0.05,4.26,45.2989,9.36,7.171,9.09159
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,621.62,1.44,13.6,476.74261,0.59,,K0,5544,1.11,1.03,0.17,4.2,50.1928,8.38,6.649,8.19105
HD 33142 b,HD 33142,1,2,Radial Velocity,2011,W. M. Keck Observatory,326,1.07,13.6,440.19455,0.066,,K0 III,4978,4.45,1.41,0.05,3.4,121.375,7.96,5.792,7.71274
HD 33142 c,HD 33142,1,2,Radial Velocity,2018,W. M. Keck Observatory,834,,12.8,1897.4451,0.05,,K0 III,5009,4.14,1.62,0.03,3.5,121.375,7.96,5.792,7.71274
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.71204,0.1436,9.718,77.55052,0.032,876,F8,6089,1.28,1.13,0.036,4.28,80.6665,8.558,7.242,8.41839
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.1991,0.1508,12.5,104.56607,0.399,,G3/G5 V,5935,1.97,1.38,0.35,4.12,89.8623,8.05,6.646,7.89933
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,388,1.1,12.5,2892.1,0.34,,F6 V,6250,1.44,1.25,-0.12,4,20.9531,5.10111,3.911,4.97155
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,551.40002,1.6,13.4,638.8383,0.15,,K0 III,4861,5.39,1.84,0.27,3.24,105.779,7.29,4.945,7.01153
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,916,2.24,13.5,556.2025,0.13,,K0 III,4861,5.29,1.78,0.27,3.24,105.779,7.29,4.945,7.01153
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,1049,2.07,13.9,260.6206,0.27,,G0 V,5879,1.38,1.14,0.18,4.21,46.0907,7.31,5.79,7.14947
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,214.67,0.7181,8.42,53.5,0.036,,G0 V,5836,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,117.87,0.4817,6.07,30.7,0.027,,G0 V,5836,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,49.175,0.2687,4.26,16.8,0.09,,G0 V,5836,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,676.8,1.543,6.88,37.9,0.031,,G0 V,5836,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,5700,6.36,13.6,120.6,0.032,,G0 V,5836,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,Haute-Provence Observatory,82.467,0.389,13,1195.0408,0.389,,G0,6060,1.76,1.15,0.04,4.24,71.2423,7.74,6.319,7.59606
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,62.25,0.295,10.1,72.46524,0.645,,K0 V,5221,0.87,0.8,0.145,4.45,11.1336,5.88437,3.999,5.65255
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,154.378,0.53364,14,214.53525,0.054,,G4 V,5698.64,0.95,0.85,-0.44,4.39,31.6634,7.68,5.952,7.47238
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,885.5,1.71,14.1,207.22516,0.125,,G4 V,5698.64,0.95,0.85,-0.44,4.39,31.6634,7.68,5.952,7.47238
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,1862,2.807,14,221.20968,0.16,,G4 V,5698.64,0.95,0.85,-0.44,4.39,31.6634,7.68,5.952,7.47238
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,55.01292,0.277,13.2,854.9627,0.6745,,K0,5329,0.91,0.94,0.27,4.51,46.7864,8.67,6.815,8.46192
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,2720,3.74,13.1,1013.8777,0.03,,K0,5329,0.91,0.94,0.27,4.51,46.7864,8.67,6.815,8.46192
HD 3765 b,HD 3765,1,1,Radial Velocity,2021,Multiple Observatories,1211,2.108,8.56,54.98431,0.298,,K2V,5049.8,0.83,0.85,0.172,4.53,17.926,7.36,5.164,7.07827
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,363.20001,1.02,14,127.132,0.41,,F9.5 V,5981,1.49,1.37,-0.18,4.23,38.0615,6.69,5.267,6.54392
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,14.30944,0.1294,13.9,253.31051,0.28,,G4 IV,5541,2.56,1.41,0.51,3.77,42.3538,5.92848,4.211,5.74796
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,2136.1,3.64,12.3,4128.6117,0.3407,,G4 IV,5541,2.56,1.41,0.51,3.77,42.3538,5.92848,4.211,5.74796
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,685.25,1.623,12.5,3082.31534,0.017,,K0,5338,2.03,1.21,0.25,3.88,91.4349,8.26,6.279,8.03397
HD 39091 b,HD 39091,1,2,Radial Velocity,2001,Anglo-Australian Telescope,2093.07,3.1,12.3,4099.98645,0.637,,G0 V,6037,1.1,1.09,0.08,4.42,18.2702,5.65,4.241,5.5128
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,Las Campanas Observatory,3.2498,0.041,2.85,8.5,0.14,,G8 V,5576,0.74,0.87,,4.66,23.2599,7.51,5.756,7.32113
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,4.3123,0.0468,1.83,4,0.2,910,K2.5 V,4956,0.72,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,9.6184,0.0799,2.46,6.6,0.06,696,K2.5 V,4956,0.72,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,20.432,0.1321,3.04,9.5,0.07,541,K2.5 V,4956,0.72,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,51.76,0.247,2.13,5.2,0.02,398,K2.5 V,4956,0.72,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,197.8,0.6,2.56,7.1,0.29,255,K2.5 V,4956,0.72,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,Multiple Observatories,578.6,1.4,13.2,858.141,0.24,,K0,4869,8.56,2,0.14,3.02,116.593,6.42794,4.143,6.14049
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,264.14999,0.85,12.9,1484.2661,0.25,,F8 V,6165,1.21,1.45,0.2,4.43,34.0883,6.75512,5.452,6.59963
HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,La Silla Observatory,963,,13.2,807.25,0.74,,K1/K2 V,5310,0.85,0.95,0.23,4.37,36.69117,8.65,6.428,
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,La Silla Observatory,1.3283,,12.1,5838.29,0.081,,M2 V,5036,1.04,0.4,,4.33,41.5504,8.6078,6.428,8.37625
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,526.62,1.28,13.5,495.79,0.903,,G5,5688,1.08,0.99,0.2,4.4,41.8727,7.88,6.289,7.71051
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,Haute-Provence Observatory,857.5,1.67,13.5,508.528,0.2,,K0,5405,0.82,0.83,-0.09,4.45,36.7984,8.44,6.584,8.22949
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,431.88,1.17,13.3,708.7609,0.52,,G5,5596,1.42,1.25,0.4,4.23,81.3795,8.7,7.047,8.51545
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,Gemini Observatory,6700,6.95,13.3,689.66,0.24,,G5,5582,1.5,0.99,0.34,4.08,81.3795,8.7,7.047,8.51545
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,W. M. Keck Observatory,832.97,1.662,13.9,257.4423,0.042,,G7 V Fe-1 CH-0.5,5717,0.85,0.88,-0.28,4.5,34.1937,7.783,6.163,7.61066
HD 42618 b,HD 42618,1,1,Radial Velocity,2016,Multiple Observatories,149.61,0.554,3.89,14.4,0.19,337,G4 V,5727,1,1.01,-0.09,4.44,24.3358,6.87,5.301,6.68303
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,La Silla Observatory,15.56,0.12,4.12,15.8915,0,,G5V,5686,1.02,0.93,-0.35,4.39,22.0158,6.55,4.945,6.37578
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,W. M. Keck Observatory,356.21,1.157,13.4,612.45841,0.147,,G5,4943,5.14,1.63,0.14,3.24,136.308,7.83,5.595,7.57399
HD 43197 b,HD 43197,1,1,Radial Velocity,2010,La Silla Observatory,327.8,0.92,14.1,190.69,0.83,,G8 V,5508,1,0.96,0.4,4.31,62.4112,8.98,7.203,8.77158
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,Haute-Provence Observatory,36.9987,0.238,13.2,810.4665,0.0796,,G0,6093,1.6,1.32,0.33,4.28,85.6009,8.03,6.7,7.8972
HD 44219 b,HD 44219,1,1,Radial Velocity,2010,La Silla Observatory,472.3,1.19,14.1,184.33,0.61,,G2 V,5752,1.32,1,0.03,4.21,52.9051,7.69,6.115,7.52973
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,5.8854,0.0644,3.52,12.19,0.07,,G1.5 V,5869,1.08,1.03,0.04,4.47,21.9532,6.383,4.871,6.21037
HD 45184 c,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,13.1354,0.11,2.91,8.81,0.07,,G1.5 V,5869,1.08,1.03,0.04,4.47,21.9532,6.383,4.871,6.21037
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,W. M. Keck Observatory,963.6,1.92,13.5,568.89,0.778,,G5 V,5566,1.26,0.98,0.23,4.23,46.8733,7.89,6.224,7.7
HD 45364 b,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,226.93,0.6813,8.97,59.4953,0.1684,,K0 V,5434,0.89,0.82,-0.17,4.38,34.354,8.08,6.316,7.88016
HD 45364 c,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,342.85,0.8972,14.1,209.0915,0.0974,,K0 V,5434,0.89,0.82,-0.17,4.38,34.354,8.08,6.316,7.88016
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,Haute-Provence Observatory,44.073,0.237,14.3,137.62039,0.607,,G8/K0,5294,0.94,0.92,0.26,4.2,34.8541,8.1,6.263,7.9118
HD 46375 b,HD 46375,2,1,Radial Velocity,2000,W. M. Keck Observatory,3.023573,0.0398,10,71.8,0.063,,K1 IV-V,5285,0.91,0.92,0.24,4.53,29.5529,7.91,6,7.69533
HD 47186 b,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,4.0845,0.05,5.02,22.2481,0.04,,G6 V,5657,1.08,0.96,0.24,4.36,37.4574,7.63,6.005,7.44897
HD 47186 c,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,1353.6,2.395,13,111.42,0.249,,G6 V,5657,1.08,0.96,0.23,4.36,37.4574,7.63,6.005,7.44897
HD 4732 b,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,360.2,1.19,13.3,753.23,0.13,,K0 IV,4959,5.4,1.74,0.01,3.16,54.7841,5.9,3.691,5.6509
HD 4732 c,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,2732,4.6,13.3,753.23,0.23,,K0 IV,4959,5.4,1.74,0.01,3.16,54.7841,5.9,3.691,5.6509
HD 47366 b,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,359.15,1.28,13.3,731.009,0.06,,K1 III,4914,6.2,2.19,-0.07,3.1,84.3552,6.11151,4.055,5.83869
HD 47366 c,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,682.85,1.97,13.4,597.5204,0.1,,K1 III,4914,6.2,2.19,-0.07,3.1,84.3552,6.11151,4.055,5.83869
HD 47536 b,HD 47536,1,1,Radial Velocity,2002,La Silla Observatory,712.13,1.93,12.6,2330,0.2,,K1 III,4380,23.47,2.1,-0.65,2.13,122.536,5.25,2.383,4.88004
HD 4760 b,HD 4760,1,1,Radial Velocity,2021,Multiple Observatories,434,1.14,12.3,4417.837,0.23,,K2,4076,42.4,1.05,-0.91,1.62,537.873,7.51,3.993,6.98504
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,Las Campanas Observatory,778.51,1.814,13.5,484.69075,0.211,,G5 IV/V,5733,1.9,1.31,0.3,3.97,90.5446,8.05,6.449,7.87925
HD 4917 b,HD 4917,1,1,Radial Velocity,2018,W. M. Keck Observatory,400.5,1.167,13.5,513.29545,0.066,,K0 III/IV,4802,5.01,1.32,0.18,2.97,204.277,8.03,5.61,7.74877
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,W. M. Keck Observatory,4.94737,0.06,6.2,31.783,0.09,,G5 V,5602,1.02,1.03,0.32,4.44,43.0399,8.1,6.432,7.91841
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,W. M. Keck Observatory,2447.1,3.833,13.5,519.96988,0.266,,G1 V,6102,1.35,1.25,0.26,4.25,46.2845,7.21,5.836,7.0564
HD 50499 c,HD 50499,1,2,Radial Velocity,2019,La Silla Observatory,8619.9,9.02,13.2,931.2419,0,,G1 V,6099,1.42,1.31,0.38,4.42,46.2845,7.21,5.836,7.0564
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,Lick Observatory,1293,2.353,12.9,1574.464,0.501,,F8 V,5987,1.02,1.04,-0.04,4.33,31.1664,6.8561,5.467,6.69786
HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,14.0726,0.1059,3.62,12.77,0.09,,G7 V,5358,0.92,0.8,-0.07,4.36,35.0553,8.17,6.328,7.96058
HD 51608 c,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,95.9446,0.3809,3.87,14.31,0.14,,G7 V,5358,0.92,0.8,-0.07,4.36,35.0553,8.17,6.328,7.96058
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,W. M. Keck Observatory,119.27,0.52,13.7,384.5743,0.27,405,G0V,6136,1.32,1.2,0.21,4.36,29.9803,6.29351,4.953,6.15257
HD 5278 b,HD 5278,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.339156,0.1202,2.45,7.8,0.08,943,F V,6203,1.19,1.13,-0.12,4.5,57.5846,7.94,6.605,7.80375
HD 5278 c,HD 5278,1,2,Radial Velocity,2021,Paranal Observatory,40.87,0.2416,4.49,18.4,0.07,,F V,6203,1.19,1.13,-0.12,4.5,57.5846,7.94,6.605,7.80375
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,W. M. Keck Observatory,637.1,1.57,13.5,494.54348,0.092,,G5,4871,4.06,1.27,0.15,3.26,121.405,8.05,5.699,7.77238
HD 5319 c,HD 5319,1,2,Radial Velocity,2014,W. M. Keck Observatory,872.2,1.93,13.8,334.67499,0.183,,G5,4871,4.06,1.27,0.15,3.26,121.405,8.05,5.699,7.77238
HD 55696 b,HD 55696,1,1,Radial Velocity,2018,W. M. Keck Observatory,1827,3.18,13,1230.0021,0.705,,G0 V,6012,1.52,1.29,0.37,4.03,77.9693,7.95,6.591,7.81135
HD 5583 b,HD 5583,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,139.35,0.53,12.8,1837.0574,0.076,,,4830,9.09,1.01,-0.5,2.53,219.216,7.604,5.221,7.30769
HD 5608 b,HD 5608,1,1,Radial Velocity,2012,Okayama Astrophysical Observatory,779.9,1.911,13.5,534.27223,0.056,,K0,4877,5.14,1.53,0.14,3.19,58.1105,6.00272,3.826,5.72695
HD 564 b,HD 564,1,1,Radial Velocity,2014,La Silla Observatory,492.3,1.2,12.5,104.88,0.096,,G2/G3 V,5902,1.01,0.96,-0.2,4.53,51.1659,8.32,6.893,8.17077
HD 5891 b,HD 5891,1,1,Radial Velocity,2011,W. M. Keck Observatory,177.11,0.64,12.6,2425.0429,0.07,,G5,4673,10.64,1.93,-0.37,2.67,283.502,8.09,5.621,7.79825
HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,Lick Observatory,299.36,1.086,12.7,2199.3836,0.05,,K2 III,4658,13.2,1.9,0.15,2.49,89.2721,5.44299,2.922,5.13228
HD 60292 b,HD 60292,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,495.4,1.5,12.7,2065.895,0.27,,K0 III,4348,27,1.7,-0.17,1.9,315.211,6.94657,3.926,6.53238
HD 60532 b,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,201.9,0.77,13.8,336.8998,0.26,,F6 IV,6245,2.57,1.5,-0.26,3.8,25.9716,4.44,3.355,4.30793
HD 60532 c,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,600.1,1.6,13.3,797.7533,0.03,,F6 IV,6245,2.57,1.5,-0.26,3.8,25.9716,4.44,3.355,4.30793
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,Multiple Observatories,589.64,1.64,13.3,731,0.02,,K0IIIvar,4892.63,8.9,2,0.103,2.78,10.34,1.12512,-0.936,
HD 63433 b,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),7.10793,0.0719,2.15,5.27,0,886,G5IV,5640,0.91,0.99,0.017,4.53,22.4035,6.92035,5.258,6.71831
HD 63433 c,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),20.5453,0.1458,2.67,7.61,0,622,G5IV,5640,0.91,0.99,0.017,4.53,22.4035,6.92035,5.258,6.71831
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,La Silla Observatory,2.81805,0.04,12.31,79.4575,0,,K4 V,4812,0.77,0.42,0.1,4.28,37.6894,9.37,6.998,9.05402
HD 63765 b,HD 63765,1,1,Radial Velocity,2009,La Silla Observatory,358,0.94,14.2,168.4499,0.24,,G9 V,5449,0.83,0.65,-0.16,4.41,32.5376,8.1,6.316,7.90983
HD 64114 b,HD 64114,1,1,Radial Velocity,2019,Las Campanas Observatory,45.791,0.246,4.41,17.8,0.12,,G7 V,5676,0.88,0.95,,4.52,31.5262,7.71,6.046,7.52581
HD 6434 b,HD 6434,1,1,Radial Velocity,2003,La Silla Observatory,21.998,0.14,14.2,155.7367,0.17,,G2/3 V,5769,1.12,1.1,-0.55,4.38,42.358,7.72,6.187,7.5609
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,La Silla Observatory,577.6,1.301,13.6,411.58985,0.27,,G5 V,5612,0.88,0.87,-0.168,4.44,35.1205,7.97,6.329,7.7943
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,La Silla Observatory,5370,5.75,13.4,645.1949,0.17,,G5 V,5612,0.89,0.87,-0.168,4.44,35.1205,7.97,6.329,7.7943
HD 66141 b,HD 66141,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,480.5,1.2,12.8,1906.9,0.07,,K2 III,4323,21.4,1.1,-0.323,1.78,68.1509,4.37821,1.447,3.97926
HD 66428 b,HD 66428,1,2,Radial Velocity,2005,W. M. Keck Observatory,2263.12,3.467,13.1,1018.32732,0.493,,G8 IV (+ G),5773,1.1,1.08,0.23,4.36,53.2817,8.25,6.66,8.08142
HD 66428 c,HD 66428,1,2,Radial Velocity,2021,Multiple Observatories,39000,23,11.9,8581.36699,0.32,,G8 IV (+ G),5647.6,1.17,1.05,0.271,4.32,53.2817,8.25,6.66,8.08142
HD 67087 b,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,352.2,1.08,13.1,973,0.17,,F8 V,6330,1.55,1.36,0.25,4.19,76.5217,8.05,6.866,7.92235
HD 67087 c,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,2374,3.86,12.9,1540,0.76,,F8 V,6330,1.55,1.36,0.25,4.19,76.5217,8.05,6.866,7.92235
HD 6718 b,HD 6718,1,1,Radial Velocity,2009,La Silla Observatory,2496,3.55,13.5,533.9544,0.1,,G5 V,5801,0.95,1.08,-0.03,4.51,51.3444,8.45,6.876,8.28147
